,0,400,800,1200,1600,2000
684,0,0,0.000021,0.000021,0.000042,0.000014
686,0,0.000014,0.000014,0.000028,0.000028,0.000007
688,0,0,0.000035,0.000035,0.000049,0.000007
690,0,0,0.000007,0.000028,0.000055,0.000007
692,0,0,0,0.000069,0.000028,0.000014
694,0.000007,0.000007,0.000021,0.000028,0.000049,0
696,0,0,0.000028,0.000049,0.000014,0.000014
698,0,0,0.000035,0.000007,0.000042,0.000007
700,0.000007,0,0.000021,0.000021,0.000028,0.000014
702,0,0,0.000014,0.000021,0.000035,0.000007
704,0,0,0,0.000007,0.000007,0.000007
706,0.000014,0,0.000021,0.000014,0.000021,0.000007
708,0,0,0.000014,0.000028,0.000042,0.000021
710,0,0,0.000007,0.000035,0.000035,0
712,0,0.000007,0.000021,0.000021,0.000035,0.000028
714,0,0,0.000021,0.000055,0.000028,0.000007
716,0,0,0.000028,0.000049,0.000021,0.000007
718,0,0,0.000021,0.000035,0.000069,0.000014
720,0,0,0.000007,0.000021,0.000014,0.000014
722,0,0,0.000021,0.000021,0.000014,0.000007
724,0,0,0,0.000035,0.000049,0.000007
726,0,0,0,0.000035,0.000035,0.000035
728,0.000007,0,0,0.000014,0.000014,0.000014
730,0.000007,0,0.000021,0.000021,0.000007,0.000007
732,0,0,0.000007,0.000042,0.000021,0
734,0.000007,0,0.000014,0.000049,0.000021,0.000014
736,0,0,0.000028,0.000021,0.000035,0
738,0.000007,0,0.000007,0.000049,0.000042,0.000021
740,0,0,0.000007,0.000049,0.000028,0.000007
742,0.000007,0.000007,0.000014,0.000035,0.000035,0.000014
744,0,0.000007,0.000021,0.000014,0.000028,0.000014
746,0,0.000007,0.000007,0.000028,0.000007,0
748,0,0,0.000014,0.000028,0.000028,0
750,0,0,0.000014,0.000028,0.000076,0.000021
752,0,0,0.000007,0.000028,0.000042,0
754,0,0,0.000007,0.000021,0.000028,0.000007
756,0,0,0.000014,0.000014,0.000007,0.000014
758,0,0,0.000007,0.000028,0,0.000007
760,0,0,0,0.000014,0.000021,0.000007
762,0.000007,0,0.000028,0.000035,0.000042,0.000007
764,0,0,0.000014,0.000042,0.000021,0.000007
766,0.000014,0,0.000007,0.000035,0.000049,0.000007
768,0,0,0.000035,0.000028,0.000021,0.000014
770,0.000007,0.000007,0.000007,0.000035,0.000021,0.000007
772,0,0,0.000007,0.000021,0.000021,0
774,0,0,0,0.000028,0.000014,0.000007
776,0.000007,0,0.000007,0.000028,0.000028,0.000007
778,0,0,0,0.000014,0.000028,0
780,0,0,0,0.000021,0.000021,0
782,0.000007,0,0.000021,0.000035,0.000042,0
784,0,0,0.000014,0.000021,0.000028,0.000014
786,0,0.000007,0.000014,0,0.000055,0.000021
788,0.000007,0,0.000007,0.000007,0.000028,0.000028
790,0,0,0.000042,0.000021,0.000035,0.000007
792,0.000007,0,0.000007,0.000049,0.000014,0.000014
794,0,0,0.000035,0.000014,0.000007,0.000014
796,0,0.000007,0.000007,0.000028,0.000014,0.000007
798,0,0.000007,0.000007,0.000021,0.000049,0
